ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,platforms,aliases,type,relationship citations
S0415,malware--56d10a7f-bb42-4267-9b4c-63abb9c06010,BOOSTWRITE,[BOOSTWRITE](https://attack.mitre.org/software/S0415) is a loader crafted to be launched via abuse of the DLL search order of applications used by [FIN7](https://attack.mitre.org/groups/G0046).(Citation: FireEye FIN7 Oct 2019),https://attack.mitre.org/software/S0415,11 October 2019,11 April 2024,enterprise-attack,1.1,,Windows,,malware,"(Citation: FireEye FIN7 Oct 2019),,(Citation: FireEye FIN7 Oct 2019)"
S0114,malware--da2ef4a9-7cbe-400a-a379-e2f230f28db3,BOOTRASH,[BOOTRASH](https://attack.mitre.org/software/S0114) is a [Bootkit](https://attack.mitre.org/techniques/T1542/003) that targets Windows operating systems. It has been used by threat actors that target the financial sector.(Citation: Mandiant M Trends 2016)(Citation: FireEye Bootkits)(Citation: FireEye BOOTRASH SANS),https://attack.mitre.org/software/S0114,31 May 2017,09 June 2021,enterprise-attack,1.1,"Christopher Glyer, Mandiant, @cglyer",Windows,,malware,",,(Citation: FireEye BOOTRASH SANS),(Citation: Mandiant M Trends 2016),(Citation: FireEye Bootkits)"
S1161,malware--8d1f89fd-4dde-40ab-80e0-a7b80249162e,BPFDoor,"[BPFDoor](https://attack.mitre.org/software/S1161) is a Linux based passive long-term backdoor used by China-based threat actors. First seen in 2021, [BPFDoor](https://attack.mitre.org/software/S1161) is named after its usage of Berkley Packet Filter (BPF) to execute single task instructions. [BPFDoor](https://attack.mitre.org/software/S1161) supports multiple protocols for communicating with a C2 including TCP, UDP, and ICMP and can start local or reverse shells that bypass firewalls using iptables.(Citation: Sandfly BPFDoor 2022)(Citation: Deep Instinct BPFDoor 2023)",https://attack.mitre.org/software/S1161,20 September 2024,23 September 2024,enterprise-attack,1.0,,Linux,"Backdoor.Linux.BPFDOOR, Backdoor.Solaris.BPFDOOR.ZAJE, JustForFun",malware,",,(Citation: Deep Instinct BPFDoor 2023),(Citation: Sandfly BPFDoor 2022)"
S0014,malware--67fc172a-36fa-4a35-88eb-4ba730ed52a6,BS2005,[BS2005](https://attack.mitre.org/software/S0014) is malware that was used by [Ke3chang](https://attack.mitre.org/groups/G0004) in spearphishing campaigns since at least 2011. (Citation: Mandiant Operation Ke3chang November 2014),https://attack.mitre.org/software/S0014,31 May 2017,01 November 2021,enterprise-attack,1.1,,Windows,,malware,",,(Citation: Mandiant Operation Ke3chang November 2014)"
S0043,malware--123bd7b3-675c-4b1a-8482-c55782b20e2b,BUBBLEWRAP,"[BUBBLEWRAP](https://attack.mitre.org/software/S0043) is a full-featured, second-stage backdoor used by the [admin@338](https://attack.mitre.org/groups/G0018) group. It is set to run when the system boots and includes functionality to check, upload, and register plug-ins that can further enhance its capabilities. (Citation: FireEye admin@338)",https://attack.mitre.org/software/S0043,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,Backdoor.APT.FakeWinHTTPHelper,malware,"(Citation: FireEye admin@338),,(Citation: FireEye admin@338)"
S1118,malware--29a0bb87-1162-4c83-9834-2a98a876051b,BUSHWALK,[BUSHWALK](https://attack.mitre.org/software/S1118) is a web shell written in Perl that was inserted into the legitimate querymanifest.cgi file on compromised Ivanti Connect Secure VPNs during [Cutting Edge](https://attack.mitre.org/campaigns/C0029).(Citation: Mandiant Cutting Edge Part 2 January 2024)(Citation: Mandiant Cutting Edge Part 3 February 2024),https://attack.mitre.org/software/S1118,07 March 2024,28 March 2024,enterprise-attack,1.0,,Network,,malware,",(Citation: Mandiant Cutting Edge Part 3 February 2024),(Citation: Mandiant Cutting Edge Part 2 January 2024),(Citation: Mandiant Cutting Edge Part 3 February 2024),(Citation: Mandiant Cutting Edge Part 2 January 2024)"
S0638,malware--61c7a91a-0b83-461d-ad32-75d96eed4a09,Babuk,"[Babuk](https://attack.mitre.org/software/S0638) is a Ransomware-as-a-service (RaaS) malware that has been used since at least 2021. The operators of [Babuk](https://attack.mitre.org/software/S0638) employ a ""Big Game Hunting"" approach to targeting major enterprises and operate a leak site to post stolen data as part of their extortion scheme.(Citation: Sogeti CERT ESEC Babuk March 2021)(Citation: McAfee Babuk February 2021)(Citation: CyberScoop Babuk February 2021)",https://attack.mitre.org/software/S0638,11 August 2021,13 October 2021,enterprise-attack,1.0,"Daniyal Naeem, BT Security; Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India","Linux, Windows","Babyk, Vasa Locker",malware,",,(Citation: Medium Babuk February 2021),(Citation: Sogeti CERT ESEC Babuk March 2021),(Citation: McAfee Babuk February 2021),(Citation: Trend Micro Ransomware February 2021)"
S0414,malware--d1b7830a-fced-4be3-a99c-f495af9d9e1b,BabyShark,[BabyShark](https://attack.mitre.org/software/S0414) is a Microsoft Visual Basic (VB) script-based malware family that is believed to be associated with several North Korean campaigns. (Citation: Unit42 BabyShark Feb 2019),https://attack.mitre.org/software/S0414,07 October 2019,06 May 2024,enterprise-attack,2.0,,Windows,LATEOP,malware,"(Citation: CISA AA20-301A Kimsuky),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: Cybereason Kimsuky November 2020),(Citation: Mandiant APT43 March 2024),,(Citation: CISA AA20-301A Kimsuky),(Citation: Unit42 BabyShark Feb 2019),(Citation: Unit42 BabyShark Apr 2019),(Citation: Crowdstrike GTR2020 Mar 2020)"
S0475,malware--c13d9621-aca7-436b-ab3d-3a95badb3d00,BackConfig,[BackConfig](https://attack.mitre.org/software/S0475) is a custom Trojan with a flexible plugin architecture that has been used by [Patchwork](https://attack.mitre.org/groups/G0040).(Citation: Unit 42 BackConfig May 2020),https://attack.mitre.org/software/S0475,17 June 2020,22 March 2023,enterprise-attack,1.1,,Windows,,malware,"(Citation: Unit 42 BackConfig May 2020),,(Citation: Unit 42 BackConfig May 2020)"
S0093,malware--083bb47b-02c8-4423-81a2-f9ef58572974,Backdoor.Oldrea,"[Backdoor.Oldrea](https://attack.mitre.org/software/S0093) is a modular backdoor that used by [Dragonfly](https://attack.mitre.org/groups/G0035) against energy companies since at least 2013. [Backdoor.Oldrea](https://attack.mitre.org/software/S0093) was distributed via supply chain compromise, and included specialized modules to enumerate and map ICS-specific systems, processes, and protocols.(Citation: Symantec Dragonfly)(Citation: Gigamon Berserk Bear October 2021)(Citation: Symantec Dragonfly Sept 2017)",https://attack.mitre.org/software/S0093,31 May 2017,12 October 2022,"enterprise-attack,ics-attack",2.0,,Windows,Havex,malware,"(Citation: Symantec Dragonfly),(Citation: Gigamon Berserk Bear October 2021),,(Citation: Symantec Dragonfly),(Citation: Gigamon Berserk Bear October 2021)"
S0606,malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a,Bad Rabbit,[Bad Rabbit](https://attack.mitre.org/software/S0606) is a self-propagating ransomware that affected the Ukrainian transportation sector in 2017. [Bad Rabbit](https://attack.mitre.org/software/S0606) has also targeted organizations and consumers in Russia. (Citation: Secure List Bad Rabbit)(Citation: ESET Bad Rabbit)(Citation: Dragos IT ICS Ransomware) ,https://attack.mitre.org/software/S0606,09 February 2021,12 October 2022,"enterprise-attack,ics-attack",1.0,,Windows,Win32/Diskcoder.D,malware,"(Citation: Secureworks IRON VIKING ),,(Citation: ESET Bad Rabbit),(Citation: Secure List Bad Rabbit)"
S0337,malware--9af05de0-bc09-4511-a350-5eb8b06185c1,BadPatch,[BadPatch](https://attack.mitre.org/software/S0337) is a Windows Trojan that was used in a Gaza Hackers-linked campaign.(Citation: Unit 42 BadPatch Oct 2017),https://attack.mitre.org/software/S0337,29 January 2019,17 March 2020,enterprise-attack,1.1,,Windows,,malware,",,(Citation: Unit 42 BadPatch Oct 2017)"
S0234,malware--835a79f1-842d-472d-b8f4-d54b545c341b,Bandook,"[Bandook](https://attack.mitre.org/software/S0234) is a commercially available RAT, written in Delphi and C++, that has been available since at least 2007. It has been used against government, financial, energy, healthcare, education, IT, and legal organizations in the US, South America, Europe, and Southeast Asia. [Bandook](https://attack.mitre.org/software/S0234) has been used by [Dark Caracal](https://attack.mitre.org/groups/G0070), as well as in a separate campaign referred to as ""Operation Manul"".(Citation: EFF Manul Aug 2016)(Citation: Lookout Dark Caracal Jan 2018)(Citation: CheckPoint Bandook Nov 2020)",https://attack.mitre.org/software/S0234,17 October 2018,11 October 2021,enterprise-attack,2.0,,Windows,,malware,"(Citation: Lookout Dark Caracal Jan 2018),(Citation: CheckPoint Bandook Nov 2020),,(Citation: Lookout Dark Caracal Jan 2018),(Citation: BH Manul Aug 2016),(Citation: EFF Manul Aug 2016),(Citation: CheckPoint Bandook Nov 2020)"
S0239,malware--1f6e3702-7ca1-4582-b2e7-4591297d05a8,Bankshot,"[Bankshot](https://attack.mitre.org/software/S0239) is a remote access tool (RAT) that was first reported by the Department of Homeland Security in December of 2017. In 2018, [Lazarus Group](https://attack.mitre.org/groups/G0032) used the [Bankshot](https://attack.mitre.org/software/S0239) implant in attacks against the Turkish financial sector. (Citation: McAfee Bankshot)",https://attack.mitre.org/software/S0239,17 October 2018,30 March 2020,enterprise-attack,1.1,,Windows,Trojan Manuscript,malware,"(Citation: McAfee Bankshot),,(Citation: MAR10135536-B),(Citation: McAfee Bankshot),(Citation: US-CERT Bankshot Dec 2017)"
S0534,malware--99fdf3b4-96ef-4ab9-b191-fc683441cad0,Bazar,"[Bazar](https://attack.mitre.org/software/S0534) is a downloader and backdoor that has been used since at least April 2020, with infections primarily against professional services, healthcare, manufacturing, IT, logistics and travel companies across the US and Europe. [Bazar](https://attack.mitre.org/software/S0534) reportedly has ties to [TrickBot](https://attack.mitre.org/software/S0266) campaigns and can be used to deploy additional malware, including ransomware, and to steal sensitive data.(Citation: Cybereason Bazar July 2020)",https://attack.mitre.org/software/S0534,18 November 2020,04 December 2023,enterprise-attack,2.0,"Cybereason Nocturnus, @nocturnus",Windows,"Bazaloader, KEGTAP, Team9",malware,"(Citation: Microsoft Ransomware as a Service),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: Google EXOTIC LILY March 2022),(Citation: DFIR Conti Bazar Nov 2021),(Citation: DFIR Conti Bazar Nov 2021),(Citation: Zscaler Bazar September 2020),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: NCC Group Team9 June 2020),(Citation: Cybereason Bazar July 2020),(Citation: DFIR Ryuk's Return October 2020)"
S0574,malware--805480f1-6caa-4a67-8ca9-b2b39650d986,BendyBear,"[BendyBear](https://attack.mitre.org/software/S0574) is an x64 shellcode for a stage-zero implant designed to download malware from a C2 server. First discovered in August 2020, [BendyBear](https://attack.mitre.org/software/S0574) shares a variety of features with [Waterbear](https://attack.mitre.org/software/S0579), malware previously attributed to the Chinese cyber espionage group [BlackTech](https://attack.mitre.org/groups/G0098).(Citation: Unit42 BendyBear Feb 2021)",https://attack.mitre.org/software/S0574,16 February 2021,11 April 2024,enterprise-attack,1.1,,Windows,,malware,",,(Citation: Unit42 BendyBear Feb 2021)"
S0268,malware--65ffc206-d7c1-45b3-b543-f6b726e7840d,Bisonal,"[Bisonal](https://attack.mitre.org/software/S0268) is a remote access tool (RAT) that has been used by [Tonto Team](https://attack.mitre.org/groups/G0131) against public and private sector organizations in Russia, South Korea, and Japan since at least December 2010.(Citation: Unit 42 Bisonal July 2018)(Citation: Talos Bisonal Mar 2020)",https://attack.mitre.org/software/S0268,17 October 2018,11 April 2024,enterprise-attack,2.1,,Windows,,malware,"(Citation: Talos Bisonal Mar 2020),(Citation: Secureworks BRONZE HUNTLEY ),(Citation: Kaspersky CactusPete Aug 2020),,(Citation: Talos Bisonal Mar 2020),(Citation: Unit 42 Bisonal July 2018),(Citation: Kaspersky CactusPete Aug 2020)"
S0570,malware--fa766a65-5136-4ff3-8429-36d08eaa0100,BitPaymer,"[BitPaymer](https://attack.mitre.org/software/S0570) is a ransomware variant first observed in August 2017 targeting hospitals in the U.K. [BitPaymer](https://attack.mitre.org/software/S0570) uses a unique encryption key, ransom note, and contact information for each operation. [BitPaymer](https://attack.mitre.org/software/S0570) has several indicators suggesting overlap with the [Dridex](https://attack.mitre.org/software/S0384) malware and is often delivered via [Dridex](https://attack.mitre.org/software/S0384).(Citation: Crowdstrike Indrik November 2018)",https://attack.mitre.org/software/S0570,08 February 2021,11 April 2024,enterprise-attack,1.1,,Windows,"FriedEx, wp_encrypt",malware,"(Citation: Crowdstrike EvilCorp March 2021),(Citation: Crowdstrike Indrik November 2018),,(Citation: Crowdstrike Indrik November 2018)"
S1070,malware--8d242fb4-9033-4f13-8a88-4b9b4bcd9a53,Black Basta,"[Black Basta](https://attack.mitre.org/software/S1070) is ransomware written in C++ that has been offered within the ransomware-as-a-service (RaaS) model since at least April 2022; there are variants that target Windows and VMWare ESXi servers. [Black Basta](https://attack.mitre.org/software/S1070) operations have included the double extortion technique where in addition to demanding ransom for decrypting the files of targeted organizations the cyber actors also threaten to post sensitive information to a leak site if the ransom is not paid. [Black Basta](https://attack.mitre.org/software/S1070) affiliates have targeted multiple high-value organizations, with the largest number of victims based in the U.S. Based on similarities in TTPs, leak sites, payment sites, and negotiation tactics, security researchers assess the [Black Basta](https://attack.mitre.org/software/S1070) RaaS operators could include current or former members of the [Conti](https://attack.mitre.org/software/S0575) group.(Citation: Palo Alto Networks Black Basta August 2022)(Citation: Deep Instinct Black Basta August 2022)(Citation: Minerva Labs Black Basta May 2022)(Citation: Avertium Black Basta June 2022)(Citation: NCC Group Black Basta June 2022)(Citation: Cyble Black Basta May 2022)",https://attack.mitre.org/software/S1070,08 March 2023,01 May 2023,enterprise-attack,1.0,"Daniyal Naeem, BT Security; Inna Danilevich, U.S. Bank; Mathieu Hinse",Windows,,malware,",,(Citation: Avertium Black Basta June 2022),(Citation: NCC Group Black Basta June 2022),(Citation: Trend Micro Black Basta Spotlight September 2022),(Citation: Trend Micro Black Basta May 2022),(Citation: Deep Instinct Black Basta August 2022),(Citation: Uptycs Black Basta ESXi June 2022),(Citation: BlackBerry Black Basta May 2022),(Citation: Check Point Black Basta October 2022),(Citation: Cyble Black Basta May 2022),(Citation: Palo Alto Networks Black Basta August 2022),(Citation: Minerva Labs Black Basta May 2022)"
S1068,malware--50c44c34-3abb-48ae-9433-a2337de5b0bc,BlackCat,"[BlackCat](https://attack.mitre.org/software/S1068) is ransomware written in Rust that has been offered via the Ransomware-as-a-Service (RaaS) model. First observed November 2021, [BlackCat](https://attack.mitre.org/software/S1068) has been used to target multiple sectors and organizations in various countries and regions in Africa, the Americas, Asia, Australia, and Europe.(Citation: Microsoft BlackCat Jun 2022)(Citation: Sophos BlackCat Jul 2022)(Citation: ACSC BlackCat Apr 2022)",https://attack.mitre.org/software/S1068,28 February 2023,15 June 2023,enterprise-attack,1.0,"Hiroki Nagahama, NEC Corporation; Josh Arenas, Trustwave Spiderlabs; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India","Linux, Windows","ALPHV, Noberus",malware,"(Citation: CISA Scattered Spider Advisory November 2023),(Citation: MSTIC Octo Tempest Operations October 2023),,(Citation: Microsoft BlackCat Jun 2022),(Citation: Sophos BlackCat Jul 2022)"
