ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,associated groups,associated groups citations,relationship citations
G0046,intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,FIN7,"[FIN7](https://attack.mitre.org/groups/G0046) is a financially-motivated threat group that has been active since 2013. [FIN7](https://attack.mitre.org/groups/G0046) has primarily targeted the retail, restaurant, hospitality, software, consulting, financial services, medical equipment, cloud services, media, food and beverage, transportation, and utilities industries in the U.S. A portion of [FIN7](https://attack.mitre.org/groups/G0046) was run out of a front company called Combi Security and often used point-of-sale malware for targeting efforts. Since 2020, [FIN7](https://attack.mitre.org/groups/G0046) shifted operations to a big game hunting (BGH) approach including use of [REvil](https://attack.mitre.org/software/S0496) ransomware and their own Ransomware as a Service (RaaS), Darkside. FIN7 may be linked to the [Carbanak](https://attack.mitre.org/groups/G0008) Group, but there appears to be several groups using [Carbanak](https://attack.mitre.org/software/S0030) malware and are therefore tracked separately.(Citation: FireEye FIN7 March 2017)(Citation: FireEye FIN7 April 2017)(Citation: FireEye CARBANAK June 2017)(Citation: FireEye FIN7 Aug 2018)(Citation: CrowdStrike Carbon Spider August 2021)(Citation: Mandiant FIN7 Apr 2022)",https://attack.mitre.org/groups/G0046,31 May 2017,17 April 2024,"enterprise-attack,ics-attack",4.0,Edward Millington,"Carbon Spider, ELBRUS, GOLD NIAGARA, ITG14, Sangria Tempest","(Citation: CrowdStrike Carbon Spider August 2021), (Citation: Microsoft Ransomware as a Service), (Citation: Secureworks GOLD NIAGARA Threat Profile), ITG14 shares campaign overlap with [FIN7](https://attack.mitre.org/groups/G0046).(Citation: IBM Ransomware Trends September 2020), (Citation: Microsoft Threat Actor Naming July 2023)","(Citation: FireEye FIN7 April 2017),(Citation: Threatpost Lizar May 2021),(Citation: IBM Ransomware Trends September 2020),(Citation: SecureList Griffon May 2019),(Citation: FBI Flash FIN7 USB),(Citation: Microsoft Ransomware as a Service),(Citation: Gemini FIN7 Oct 2021),(Citation: Trustwave Pillowmint June 2020),(Citation: FireEye FIN7 Aug 2018),(Citation: Mandiant FIN7 Apr 2022),(Citation: DOJ FIN7 Aug 2018),(Citation: FireEye FIN7 March 2017),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: FireEye FIN7 Oct 2019),(Citation: Flashpoint FIN 7 March 2019),(Citation: CyberScoop FIN7 Oct 2017),(Citation: FireEye FIN7 April 2017),(Citation: FireEye Obfuscation June 2017),(Citation: Microsoft Ransomware as a Service),(Citation: FireEye CARBANAK June 2017),(Citation: FBI Flash FIN7 USB),(Citation: Morphisec FIN7 June 2017),(Citation: FireEye FIN7 Aug 2018),(Citation: eSentire FIN7 July 2021),(Citation: Mandiant FIN7 Apr 2022),(Citation: DOJ FIN7 Aug 2018),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: FireEye FIN7 Oct 2019),(Citation: FireEye FIN7 Shim Databases),(Citation: Flashpoint FIN 7 March 2019),"
G0061,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,FIN8,"[FIN8](https://attack.mitre.org/groups/G0061) is a financially motivated threat group that has been active since at least January 2016, and known for targeting organizations in the hospitality, retail, entertainment, insurance, technology, chemical, and financial sectors. In June 2021, security researchers detected [FIN8](https://attack.mitre.org/groups/G0061) switching from targeting point-of-sale (POS) devices to distributing a number of ransomware variants.(Citation: FireEye Obfuscation June 2017)(Citation: FireEye Fin8 May 2016)(Citation: Bitdefender Sardonic Aug 2021)(Citation: Symantec FIN8 Jul 2023)",https://attack.mitre.org/groups/G0061,18 April 2018,19 September 2023,enterprise-attack,2.0,"Daniyal Naeem, BT Security; Serhii Melnyk, Trustwave SpiderLabs",Syssphinx,(Citation: Symantec FIN8 Jul 2023),"(Citation: FireEye Fin8 May 2016),(Citation: BitDefender BADHATCH Mar 2021),(Citation: Bitdefender Sardonic Aug 2021),(Citation: FireEye Know Your Enemy FIN8 Aug 2016),(Citation: Bitdefender FIN8 July 2021),(Citation: Symantec FIN8 Jul 2023),(Citation: FireEye Fin8 May 2016),(Citation: FireEye Obfuscation June 2017),(Citation: Bitdefender Sardonic Aug 2021),(Citation: FireEye Know Your Enemy FIN8 Aug 2016),(Citation: Bitdefender FIN8 July 2021),(Citation: Symantec FIN8 Jul 2023),"
G0137,intrusion-set--6566aac9-dad8-4332-ae73-20c23bad7f02,Ferocious Kitten,[Ferocious Kitten](https://attack.mitre.org/groups/G0137) is a threat group that has primarily targeted Persian-speaking individuals in Iran since at least 2015.(Citation: Kaspersky Ferocious Kitten Jun 2021),https://attack.mitre.org/groups/G0137,28 September 2021,25 October 2021,enterprise-attack,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,"(Citation: Kaspersky Ferocious Kitten Jun 2021),(Citation: Kaspersky Ferocious Kitten Jun 2021),"
G0117,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,Fox Kitten,"[Fox Kitten](https://attack.mitre.org/groups/G0117) is threat actor with a suspected nexus to the Iranian government that has been active since at least 2017 against entities in the Middle East, North Africa, Europe, Australia, and North America. [Fox Kitten](https://attack.mitre.org/groups/G0117) has targeted multiple industrial verticals including oil and gas, technology, government, defense, healthcare, manufacturing, and engineering.(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: Dragos PARISITE )(Citation: ClearSky Pay2Kitten December 2020)",https://attack.mitre.org/groups/G0117,21 December 2020,08 January 2024,enterprise-attack,2.0,,"Lemon Sandstorm, Parisite, Pioneer Kitten, RUBIDIUM, UNC757","(Citation: Microsoft Threat Actor Naming July 2023), (Citation: Dragos PARISITE )(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020), (Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: CISA AA20-259A Iran-Based Actor September 2020), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)","(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: CrowdStrike PIONEER KITTEN August 2020),(Citation: ClearkSky Fox Kitten February 2020),(Citation: Check Point Pay2Key November 2020),(Citation: Check Point Pay2Key November 2020),(Citation: CrowdStrike PIONEER KITTEN August 2020),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: ClearSky Pay2Kitten December 2020),(Citation: ClearkSky Fox Kitten February 2020),(Citation: Dragos PARISITE ),"
G0093,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,GALLIUM,"[GALLIUM](https://attack.mitre.org/groups/G0093) is a cyberespionage group that has been active since at least 2012, primarily targeting telecommunications companies, financial institutions, and government entities in Afghanistan, Australia, Belgium, Cambodia, Malaysia, Mozambique, the Philippines, Russia, and Vietnam. This group is particularly known for launching Operation Soft Cell, a long-term campaign targeting telecommunications providers.(Citation: Cybereason Soft Cell June 2019) Security researchers have identified [GALLIUM](https://attack.mitre.org/groups/G0093) as a likely Chinese state-sponsored group, based in part on tools used and TTPs commonly associated with Chinese threat actors.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019)(Citation: Unit 42 PingPull Jun 2022)",https://attack.mitre.org/groups/G0093,18 July 2019,17 April 2024,enterprise-attack,4.0,"Cybereason Nocturnus, @nocturnus; Daniyal Naeem, BT Security",Granite Typhoon,(Citation: Microsoft Threat Actor Naming July 2023),"(Citation: Cybereason Soft Cell June 2019),(Citation: Unit 42 PingPull Jun 2022),(Citation: Microsoft GALLIUM December 2019),(Citation: Cybereason Soft Cell June 2019),(Citation: Microsoft GALLIUM December 2019),"
G0036,intrusion-set--0ea72cd5-ca30-46ba-bc04-378f701c658f,GCMAN,[GCMAN](https://attack.mitre.org/groups/G0036) is a threat group that focuses on targeting banks for the purpose of transferring money to e-currency services. (Citation: Securelist GCMAN),https://attack.mitre.org/groups/G0036,31 May 2017,30 March 2020,enterprise-attack,1.1,,,,",(Citation: Securelist GCMAN),"
G0115,intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133,GOLD SOUTHFIELD,"[GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) is a financially motivated threat group active since at least 2018 that operates the [REvil](https://attack.mitre.org/software/S0496) Ransomware-as-a Service (RaaS). [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) provides backend infrastructure for affiliates recruited on underground forums to perpetrate high value deployments. By early 2020, [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) started capitalizing on the new trend of stealing data and further extorting the victim to pay for their data to not get publicly leaked.(Citation: Secureworks REvil September 2019)(Citation: Secureworks GandCrab and REvil September 2019)(Citation: Secureworks GOLD SOUTHFIELD)(Citation: CrowdStrike Evolution of Pinchy Spider July 2021)",https://attack.mitre.org/groups/G0115,22 September 2020,28 March 2023,"enterprise-attack,ics-attack",2.0,"Thijn Bukkems, Amazon",Pinchy Spider,(Citation: CrowdStrike Evolution of Pinchy Spider July 2021),"(Citation: Anomali Static Kitten February 2021),(Citation: Secureworks REvil September 2019),(Citation: Secureworks GandCrab and REvil September 2019),(Citation: Tetra Defense Sodinokibi March 2020),(Citation: Secureworks GOLD SOUTHFIELD),(Citation: Secureworks REvil September 2019),(Citation: Secureworks GandCrab and REvil September 2019),(Citation: Tetra Defense Sodinokibi March 2020),"
G0084,intrusion-set--2fd2be6a-d3a2-4a65-b499-05ea2693abee,Gallmaker,"[Gallmaker](https://attack.mitre.org/groups/G0084) is a cyberespionage group that has targeted victims in the Middle East and has been active since at least December 2017. The group has mainly targeted victims in the defense, military, and government sectors.(Citation: Symantec Gallmaker Oct 2018)",https://attack.mitre.org/groups/G0084,30 January 2019,30 March 2020,enterprise-attack,1.1,,,,",(Citation: Symantec Gallmaker Oct 2018),"
G0047,intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,Gamaredon Group,"[Gamaredon Group](https://attack.mitre.org/groups/G0047) is a suspected Russian cyber espionage threat group that has targeted military, NGO, judiciary, law enforcement, and non-profit organizations in Ukraine since at least 2013. The name [Gamaredon Group](https://attack.mitre.org/groups/G0047) comes from a misspelling of the word ""Armageddon"", which was detected in the adversary's early campaigns.(Citation: Palo Alto Gamaredon Feb 2017)(Citation: TrendMicro Gamaredon April 2020)(Citation: ESET Gamaredon June 2020)(Citation: Symantec Shuckworm January 2022)(Citation: Microsoft Actinium February 2022)

In November 2021, the Ukrainian government publicly attributed [Gamaredon Group](https://attack.mitre.org/groups/G0047) to Russia's Federal Security Service (FSB) Center 18.(Citation: Bleepingcomputer Gamardeon FSB November 2021)(Citation: Microsoft Actinium February 2022)",https://attack.mitre.org/groups/G0047,31 May 2017,23 September 2024,enterprise-attack,3.1,"ESET; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Trend Micro Incorporated; Yoshihiro Kori, NEC Corporation","ACTINIUM, Aqua Blizzard, Armageddon, DEV-0157, IRON TILDEN, Primitive Bear, Shuckworm","(Citation: Microsoft Actinium February 2022), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: Symantec Shuckworm January 2022), (Citation: Microsoft Actinium February 2022), (Citation: Secureworks IRON TILDEN Profile), (Citation: Unit 42 Gamaredon February 2022), (Citation: Symantec Shuckworm January 2022)","(Citation: Unit 42 Gamaredon February 2022),(Citation: Microsoft Actinium February 2022),(Citation: unit42_gamaredon_dec2022),(Citation: Palo Alto Gamaredon Feb 2017),(Citation: Secureworks IRON TILDEN Profile),(Citation: Symantec Shuckworm January 2022),(Citation: Unit 42 Gamaredon February 2022),(Citation: TrendMicro Gamaredon April 2020),(Citation: Proofpoint RTF Injection),(Citation: CERT-EE Gamaredon January 2021),(Citation: Microsoft Actinium February 2022),(Citation: unit42_gamaredon_dec2022),(Citation: Palo Alto Gamaredon Feb 2017),(Citation: ESET Gamaredon June 2020),(Citation: Secureworks IRON TILDEN Profile),(Citation: Symantec Shuckworm January 2022),"
G0078,intrusion-set--1f21da59-6a13-455b-afd0-d58d0a5a7d27,Gorgon Group,"[Gorgon Group](https://attack.mitre.org/groups/G0078) is a threat group consisting of members who are suspected to be Pakistan-based or have other connections to Pakistan. The group has performed a mix of criminal and targeted attacks, including campaigns against government organizations in the United Kingdom, Spain, Russia, and the United States. (Citation: Unit 42 Gorgon Group Aug 2018)",https://attack.mitre.org/groups/G0078,17 October 2018,12 October 2021,enterprise-attack,1.5,,,,"(Citation: Unit 42 Gorgon Group Aug 2018),(Citation: Unit 42 Gorgon Group Aug 2018),"
G0043,intrusion-set--7331c66a-5601-4d3f-acf6-ad9e3035eb40,Group5,"[Group5](https://attack.mitre.org/groups/G0043) is a threat group with a suspected Iranian nexus, though this attribution is not definite. The group has targeted individuals connected to the Syrian opposition via spearphishing and watering holes, normally using Syrian and Iranian themes. [Group5](https://attack.mitre.org/groups/G0043) has used two commonly available remote access tools (RATs), [njRAT](https://attack.mitre.org/software/S0385) and [NanoCore](https://attack.mitre.org/software/S0336), as well as an Android RAT, DroidJack. (Citation: Citizen Lab Group5)",https://attack.mitre.org/groups/G0043,31 May 2017,11 April 2024,enterprise-attack,1.3,,,,"(Citation: Citizen Lab Group5),(Citation: Citizen Lab Group5),"
G0125,intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,HAFNIUM,"[HAFNIUM](https://attack.mitre.org/groups/G0125) is a likely state-sponsored cyber espionage group operating out of China that has been active since at least January 2021. [HAFNIUM](https://attack.mitre.org/groups/G0125) primarily targets entities in the US across a number of industry sectors, including infectious disease researchers, law firms, higher education institutions, defense contractors, policy think tanks, and NGOs.(Citation: Microsoft HAFNIUM March 2020)(Citation: Volexity Exchange Marauder March 2021)",https://attack.mitre.org/groups/G0125,03 March 2021,08 January 2024,enterprise-attack,2.0,"Daniyal Naeem, BT Security; Harshal Tupsamudre, Qualys; Matt Brenton, Zurich Insurance Group; Mayuresh Dani, Qualys; Vinayak Wadhwa, SAFE Security","Operation Exchange Marauder, Silk Typhoon","(Citation: Volexity Exchange Marauder March 2021), (Citation: Microsoft Threat Actor Naming July 2023)","(Citation: Volexity Exchange Marauder March 2021),(Citation: FireEye Exchange Zero Days March 2021),(Citation: Microsoft HAFNIUM March 2020),(Citation: Rapid7 HAFNIUM Mar 2021),(Citation: Tarrask scheduled task),(Citation: Volexity Exchange Marauder March 2021),(Citation: FireEye Exchange Zero Days March 2021),(Citation: Microsoft HAFNIUM March 2020),(Citation: Microsoft Log4j Vulnerability Exploitation December 2021),(Citation: Rapid7 HAFNIUM Mar 2021),(Citation: Tarrask scheduled task),"
G1001,intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,HEXANE,"[HEXANE](https://attack.mitre.org/groups/G1001) is a cyber espionage threat group that has targeted oil & gas, telecommunications, aviation, and internet service provider organizations since at least 2017. Targeted companies have been located in the Middle East and Africa, including Israel, Saudi Arabia, Kuwait, Morocco, and Tunisia. [HEXANE](https://attack.mitre.org/groups/G1001)'s TTPs appear similar to [APT33](https://attack.mitre.org/groups/G0064) and [OilRig](https://attack.mitre.org/groups/G0049) but due to differences in victims and tools it is tracked as a separate entity.(Citation: Dragos Hexane)(Citation: Kaspersky Lyceum October 2021)(Citation: ClearSky Siamesekitten August 2021)(Citation: Accenture Lyceum Targets November 2021)",https://attack.mitre.org/groups/G1001,17 October 2018,14 August 2024,"enterprise-attack,ics-attack",2.3,"Dragos Threat Intelligence; Mindaugas Gudzis, BT Security","Lyceum, Siamesekitten, Spirlin","(Citation: SecureWorks August 2019), (Citation: ClearSky Siamesekitten August 2021), (Citation: Accenture Lyceum Targets November 2021)","(Citation: Accenture Lyceum Targets November 2021),(Citation: SecureWorks August 2019),(Citation: ClearSky Siamesekitten August 2021),(Citation: Zscaler Lyceum DnsSystem June 2022),(Citation: Kaspersky Lyceum October 2021),(Citation: Dragos Hexane),(Citation: SecureWorks August 2019),(Citation: ClearSky Siamesekitten August 2021),(Citation: Kaspersky APT Trends Q1 April 2021),(Citation: Zscaler Lyceum DnsSystem June 2022),(Citation: Microsoft POLONIUM June 2022),(Citation: Kaspersky Lyceum October 2021),(Citation: Microsoft Albanian Government Attacks September 2022)"
